Name,Facility Type,AHCA Number (File Number),Phone Number,Licensed Beds,License ID,License Number,License Status,Closed Date,License Effective Date,License Expiration Date,Street Address,Street Address 2,Street City,Street Zip,Street State,Street County,Mailing Address,Mailing Address 2,Mailing City,Mailing State,Mailing Zip,Mailing County,Owner,Owner Since,Profit Status,Web Address,Admin/CEO
LA ROSA ALF INC,Assisted Living Facility,11965803,(305) 982-8004,6,4686,10145,IN REVIEW,,3/11/2024 12:00:00 AM,3/10/2026 12:00:00 AM,7865 WEST 5TH COURT,,HIALEAH,33014,FL,Miami-Dade,7865 WEST 5TH COURT,,HIALEAH,FL,33014,Miami-Dade,LA ROSA ALF INC,12/4/2001 12:00:00 AM,For-Profit,,SEILIN GONZALEZ
LA SHEKINAH ASSISTANCE LIVING LLC,Assisted Living Facility,11969600,(239) 692-1436,6,439448,13362,LICENSED,,2/5/2026 12:00:00 AM,2/4/2028 12:00:00 AM,1732 45 TERR SW,,NAPLES,34116,FL,Collier,1732 45 TERR SW,,NAPLES,FL,34116,Collier,"LA SHEKINAH ASSISTANCE LIVING, LLC",9/11/2019 12:00:00 AM,For-Profit,,JEANNE BONNET
LABONTE RESIDENTIAL CARE ASSISTED LIVING FACILITY LIMITED LIABILITY COMPANY,Assisted Living Facility,11970654,(239) 878-4646,7,562411,14075,LICENSED,,2/25/2026 12:00:00 AM,2/24/2028 12:00:00 AM,4444-4446 27TH ST SW,,LEHIGH ACRES,33973,FL,Lee,2808 53RD ST W,,LEHIGH ACRES,FL,33971,Lee,LABONTE RESIDENTIAL CARE ASSISTED LIVING FACILITY LIMITED LIABILITY COMPANY,1/31/2025 12:00:00 AM,For-Profit,,MAGUENA PIERRE
LADY ELIZABETH ALF INC,Assisted Living Facility,11969726,(305) 255-7649,6,450737,13485,LICENSED,,6/25/2024 12:00:00 AM,6/24/2026 12:00:00 AM,16351 SW 42 TERR,,MIAMI,33185,FL,Miami-Dade,16351 SW 42 TERR,,MIAMI,FL,33185,Miami-Dade,LADY ELIZABETH ALF INC.,5/12/2020 12:00:00 AM,For-Profit,,YUNARIS LORIGA
LADY LAKE SENIOR LIVING,Assisted Living Facility,11967925,(352) 259-8185,115,307733,11908,IN LITIGATION,,7/19/2024 12:00:00 AM,7/1/2024 12:00:00 AM,930 COUNTY ROAD 466,,LADY LAKE,32159,FL,Lake,3012 AVENUE J,2ND FLOOR,BROOKLYN,NY,11210,,LADY LAKE FL OPCO LLC,7/1/2022 12:00:00 AM,For-Profit,ladylakeseniorliving.com,KENNETH RAGAN
LADY REGLA CARE INC,Assisted Living Facility,11964775,(305) 552-1128,6,3706,9320,IN REVIEW,,9/8/2023 12:00:00 AM,9/7/2025 12:00:00 AM,11935 SW 40TH ST,,MIAMI,33175-3571,FL,Miami-Dade,18320 NW 86TH AVE,,HIALEAH,FL,33015,Miami-Dade,LADY REGLA CARE INC,6/10/2015 12:00:00 AM,For-Profit,,LISDREY FUNDORA
LAGO PLACE INC,Assisted Living Facility,11965440,(305) 413-4376,6,4335,9817,LICENSED,,4/4/2024 12:00:00 AM,4/3/2026 12:00:00 AM,10711 SW 52ND TER,,MIAMI,33165-7037,FL,Miami-Dade,10711 SW 52ND TER,,MIAMI,FL,33165-7037,Miami-Dade,LAGO PLACE INC,1/27/2020 12:00:00 AM,For-Profit,,MACIEL A ONGAY
LAKE GIBSON VILLAGE,Assisted Living Facility,11969225,(863) 815-6195,165,401046,13081,LICENSED,,12/16/2024 12:00:00 AM,12/15/2026 12:00:00 AM,771 CARPENTERS WAY,,LAKELAND,33809,FL,Polk,771 CARPENTERS WAY,,LAKELAND,FL,33809,Polk,HSRE-PWR LAKE GIBSON TRS LLC,12/16/2020 12:00:00 AM,For-Profit,www.lakegibsonvillage.com,ALISA ABNER
LAKE HENDON ESTATE ASSISTED LIVING,Assisted Living Facility,11969084,(407) 891-2220,6,389631,12917,LICENSED,,1/16/2025 12:00:00 AM,1/15/2027 12:00:00 AM,5311 CARSON ST,,SAINT CLOUD,34771,FL,Osceola,5311 CARSON ST,,SAINT CLOUD,FL,34771,Osceola,"SILVER ALERT, LLC",8/4/2016 12:00:00 AM,For-Profit,www.lakehendonestate.com,ASHLEY REIKORAL
LAKE HOUSE ASSISTED LIVING,Assisted Living Facility,11968995,(727) 581-9111,75,383796,12827,LICENSED,,5/4/2024 12:00:00 AM,5/3/2026 12:00:00 AM,1071 LAKE AVE NE,,LARGO,33771,FL,Pinellas,1071 LAKE AVE NE,,LARGO,FL,33771,Pinellas,LAKE HOUSE ASSISTED LIVING LLC,3/7/2016 12:00:00 AM,For-Profit,www.lakehousealf.com,JESSICA MCNAIR
LAKE HOWARD HEIGHTS,Assisted Living Facility,11910052,(863) 293-3171,65,754,5494,LICENSED,,3/1/2025 12:00:00 AM,2/28/2027 12:00:00 AM,650 N LAKE HOWARD DR,,WINTER HAVEN,33881-3162,FL,Polk,650 N LAKE HOWARD DR,,WINTER HAVEN,FL,33881-3162,Polk,LAKE HOWARD 1818 OPCO LLC,3/1/2021 12:00:00 AM,For-Profit,https://atlasseniorliving.com/lake-howard-heights/,GLENDA A HANLEY
LAKE MORTON SENIOR LIVING,Assisted Living Facility,11963866,(863) 683-1000,126,2941,5308,LICENSED,,6/1/2025 12:00:00 AM,5/31/2027 12:00:00 AM,400 S FLORIDA AVE,,LAKELAND,33801-5254,FL,Polk,400 S FLORIDA AVE,,LAKELAND,FL,33801-5254,Polk,"Lake Morton Senior Living, LLC",6/1/2023 12:00:00 AM,For-Profit,https://www.seniorlifestyle.com/property/florida/lake-morton-plaza/,DEBRA M. MATHEWSON
LAKE PORT SQUARE INN,Assisted Living Facility,11910281,(352) 728-3366,40,887,7545,LICENSED,,11/27/2024 12:00:00 AM,11/26/2026 12:00:00 AM,701 LAKE PORT BOULEVARD,,LEESBURG,34748-7674,FL,Lake,701 LAKE PORT BOULEVARD,,LEESBURG,FL,34748-7674,Lake,CCRC LAKE PORT SQUARE LLC,8/29/2014 12:00:00 AM,For-Profit,https://lakeportseniorliving.com/,LORI WENZEL
"LAKE SMITH SHORES, LLC",Assisted Living Facility,11970540,(407) 205-5515,4,554800,13936,LICENSED,,10/1/2024 12:00:00 AM,10/10/2026 12:00:00 AM,16624 LAKE SMITH RD,,UMATILLA,32784,FL,Lake,16624 LAKE SMITH RD,,UMATILLA,FL,32784,Lake,"LAKE SMITH SHORES, LLC",9/1/2024 12:00:00 AM,For-Profit,,REGINA L MARCANO
LAKEHOUSE WEST,Assisted Living Facility,11911637,(941) 923-7525,32,1576,5850,LICENSED,,12/23/2024 12:00:00 AM,12/22/2026 12:00:00 AM,3435 FOX RUN ROAD,,SARASOTA,34231,FL,Sarasota,3435 FOX RUN ROAD,,SARASOTA,FL,34231,Sarasota,"LAKEHOUSE WEST, LLLP",9/7/2000 12:00:00 AM,For-Profit,www.lakehousewest.com,ANNETTE SHORT HODGES
LAKELAND MANOR ALF,Assisted Living Facility,11910101,(863) 583-4889,60,786,1047,LICENSED,,4/17/2025 12:00:00 AM,4/16/2027 12:00:00 AM,747 BON AIR ST,,LAKELAND,33805-4631,FL,Polk,747 BON AIR ST,,LAKELAND,FL,33805-4631,Polk,LAKELAND ALF MANAGEMENT LLC,1/17/2017 12:00:00 AM,For-Profit,www.manoralf.com,SANGEETA S RAUT
LAKESHORE MANOR AT LAKE JACKSON LLC,Assisted Living Facility,11969801,(863) 658-0701,120,460726,13543,LICENSED,,12/22/2024 12:00:00 AM,12/21/2026 12:00:00 AM,2397 US HWY 27 S,,SEBRING,33870,FL,Highlands,2397 US HWY 27 S,,SEBRING,FL,33870,Highlands,LAKESHORE MANOR AT LAKEJACKSON LLC,12/22/2020 12:00:00 AM,For-Profit,LAKESHOREMANORSEABRING.COM,RONALD MACNEAL
"LAKESHORE MANOR, LLC",Assisted Living Facility,11968671,(352) 989-5449,6,360194,12554,LICENSED,,12/2/2024 12:00:00 AM,12/1/2026 12:00:00 AM,960 W LAKESHORE DR,,CLERMONT,34711,FL,Lake,960 W LAKESHORE DR,,CLERMONT,FL,34711,Lake,"LAKESHORE MANOR, LLC",5/19/2014 12:00:00 AM,For-Profit,www.lakeshoremanor.org,ROSALINA ROTHROCK
"LAKEVIEW MANOR ASSISTED LIVING FACILITY, INC",Assisted Living Facility,11911297,(407) 277-7103,14,1450,4274,LICENSED,,9/25/2025 12:00:00 AM,9/24/2027 12:00:00 AM,5357 BROSCHE ROAD,,ORLANDO,32807,FL,Orange,5357 BROSCHE ROAD,,ORLANDO,FL,32807,Orange,"LAKEVIEW MANOR ASSISTED LIVING FACILITY, INC.",2/11/2005 12:00:00 AM,For-Profit,,ANALISA CORTEZ
"LAKEVIEW RETIREMENT RESIDENCE, INC.",Assisted Living Facility,11965218,(954) 714-0064,24,4124,9618,LICENSED,,11/2/2025 12:00:00 AM,11/1/2027 12:00:00 AM,2304 NW 52ND COURT,,TAMARAC,33309,FL,Broward,2304 NW 52ND COURT,,TAMARAC,FL,33309,Broward,"LAKE VIEW RETIREMENT RESIDENCE, INC.",8/4/1999 12:00:00 AM,For-Profit,www.lakeviewrr.net,SONIA Y BELL
LAKEVIEW SENIOR CARE INC,Assisted Living Facility,11967648,(305) 456-3608,6,288365,11661,IN REVIEW,,12/20/2023 12:00:00 AM,12/19/2025 12:00:00 AM,10082 SW 147TH PL,,MIAMI,33196-1628,FL,Miami-Dade,10082 SW 147TH PL,,MIAMI,FL,33196-1628,Miami-Dade,LAKEVIEW SENIOR CARE INC,6/26/2009 12:00:00 AM,For-Profit,,DENIS VARGAS
LAKEVIEW TERRACE ASSISTED LIVING FACILITY,Assisted Living Facility,11953495,(352) 669-2133,65,2641,5263,LICENSED,,4/1/2024 12:00:00 AM,3/31/2026 12:00:00 AM,110 LODGE TERRACE DR,,ALTOONA,32702-9668,FL,Lake,1890 STATE ROAD 436 STE 300,,WINTER PARK,FL,32792-2285,Seminole,"COMMUNITY SUPPORTS, INC.",1/1/2018 12:00:00 AM,Not-For-Profit,,TAMMI DAWN FRISBIE
LAKEWOOD RETIREMENT CENTER,Assisted Living Facility,11953272,(386) 872-3003,16,2476,8471,LICENSED,,6/9/2025 12:00:00 AM,6/8/2027 12:00:00 AM,1220 JIMMY ANN DR,,DAYTONA BEACH,32117,FL,Volusia,1220 JIMMY ANN DR,,DAYTONA BEACH,FL,32117,Volusia,"LAKEWOOD PARK INVESTMENTS, INC.",3/18/2005 12:00:00 AM,For-Profit,,MARIA C. WARE
LAMERCIE HOME INC,Assisted Living Facility,11942785,(954) 486-7792,14,2126,8248,LICENSED,,9/23/2024 12:00:00 AM,9/22/2026 12:00:00 AM,4225 NW 25TH PLACE,,LAUDERHILL,33313,FL,Broward,4225 NW 25TH PLACE,,LAUDERHILL,FL,33313,Broward,"LAMERCIE HOME, INC.",3/16/1994 12:00:00 AM,For-Profit,www.lamerciehome.net,NEA YASMINORIANA RICHARDSON
LANGDON HALL OF BRADENTON,Assisted Living Facility,11966444,(941) 744-1923,76,193180,10661,LICENSED,,11/30/2024 12:00:00 AM,11/29/2026 12:00:00 AM,1120 33RD AVE WEST,,BRADENTON,34205,FL,Manatee,1120 33RD AVE WEST,,BRADENTON,FL,34205,Manatee,LANGDON HALL ALF LLC,9/1/2018 12:00:00 AM,For-Profit,,COLLEEN HERNANDEZ
LANTERN SENIOR CARE,Assisted Living Facility,11943052,(727) 536-1082,12,2308,6665,LICENSED,,12/14/2024 12:00:00 AM,12/13/2026 12:00:00 AM,2446 NURSERY RD,,CLEARWATER,33764-2720,FL,Pinellas,2446 NURSERY RD,,CLEARWATER,FL,33764-2720,Pinellas,LANTERN SENIOR CARE LLC,12/14/2022 12:00:00 AM,For-Profit,www.lanternseniorcare.com,AREND D VERWEIJ
LAO S GROUP HOME CORP,Assisted Living Facility,11968859,(786) 694-0153,6,372720,12717,IN REVIEW,,11/19/2023 12:00:00 AM,11/18/2025 12:00:00 AM,1443 SW 146TH CT,,MIAMI,33184,FL,Miami-Dade,1443 SW 146TH CT,,MIAMI,FL,33184,Miami-Dade,LAO S GROUP HOME CORP,6/16/2015 12:00:00 AM,For-Profit,,KENIA LA O
LARRY'S FAMILY 1 CARE ALF LLC,Assisted Living Facility,11969327,(813) 841-9831,6,409284,13139,LICENSED,,3/13/2026 12:00:00 AM,3/12/2028 12:00:00 AM,4402 W MINNEHAHA ST,,TAMPA,33614,FL,Hillsborough,4402 W MINNEHAHA ST,,TAMPA,FL,33614,Hillsborough,LARRY'S FAMILY 2 CARE ALF LLC,12/18/2017 12:00:00 AM,For-Profit,,KIRENIA GUZMAN MARTINEZ
LARRY'S FAMILY 2 CARE ALF LLC,Assisted Living Facility,11968614,(813) 841-9831,5,356594,12484,LICENSED,,6/26/2024 12:00:00 AM,6/25/2026 12:00:00 AM,8346 GARRISON CIR,,TAMPA,33615-1214,FL,Hillsborough,8346 GARRISON CIR,,TAMPA,FL,33615-1214,Hillsborough,LARRY'S FAMILY 2 CARE ALF LLC,1/29/2014 12:00:00 AM,For-Profit,,KIRENIA GUZMAN MARTINEZ
LAS BAREA'S ALF LLC,Assisted Living Facility,11969821,(786) 291-0822,6,464588,13572,LICENSED,,3/12/2025 12:00:00 AM,3/11/2027 12:00:00 AM,4634 SW 164 CT,,MIAMI,33185,FL,Miami-Dade,4634 SW 164 CT,,MIAMI,FL,33185,Miami-Dade,LAS BAREA'S ALF LLC,1/1/2021 12:00:00 AM,For-Profit,,EMILYS CHAVIANO
LAS BRISAS HOME CARE INC,Assisted Living Facility,11966035,(305) 558-7207,6,148747,10300,IN REVIEW,,8/14/2023 12:00:00 AM,8/13/2025 12:00:00 AM,7401 W 34TH LN,,HIALEAH,33018-1797,FL,Miami-Dade,7401 W 34TH LN,,HIALEAH,FL,33018-1797,Miami-Dade,LAS BRISAS HOME CARE INC.,3/18/2003 12:00:00 AM,For-Profit,,MILAGROS RODRIGUEZ
LAS MERCEDES FAMILY HOME INC,Assisted Living Facility,11968425,(813) 249-4536,6,341785,12309,LICENSED,,4/3/2025 12:00:00 AM,4/2/2027 12:00:00 AM,8426 N MANHATTAN AVE,,TAMPA,33614-1406,FL,Hillsborough,8426 N MANHATTAN AVE,,TAMPA,FL,33614-1406,Hillsborough,LAS MERCEDES FAMILY HOME INC,1/3/2013 12:00:00 AM,For-Profit,,ANAMARYS REYES
LAS OVAS ALF CORP,Assisted Living Facility,11969322,(561) 513-9149,8,408670,13137,IN REVIEW,,3/2/2024 12:00:00 AM,3/1/2026 12:00:00 AM,1214 MEADOWBROOK DR,,WEST PALM BEACH,33417,FL,Palm Beach,1214 MEADOWBROOK DR,,WEST PALM BEACH,FL,33417,Palm Beach,LAS OVAS ALF CORP,12/5/2017 12:00:00 AM,For-Profit,,NEUDIS PEREZ PUPO
LAS PALMAS ALF CORP,Assisted Living Facility,11968968,(305) 456-4165,8,381327,12808,IN REVIEW,,3/23/2024 12:00:00 AM,3/22/2026 12:00:00 AM,1170 NW 26TH ST,,MIAMI,33127-4034,FL,Miami-Dade,1170 NW 26TH ST,,MIAMI,FL,33127-4034,Miami-Dade,LAS PALMAS ALF CORP,1/7/2016 12:00:00 AM,For-Profit,,LISETT T MORENO
LAS PALMAS SENIOR LIVING,Assisted Living Facility,11910916,(305) 556-3500,200,1230,5839,LICENSED,,3/31/2025 12:00:00 AM,3/30/2027 12:00:00 AM,5300 W 16TH AVE,,HIALEAH,33012-2104,FL,Miami-Dade,105 E COUNTY LINE ROAD SUITE 201,,LAKEWOOD,NJ,08701,,LAS PALMAS SENIOR LIVING LLC,2/13/2023 12:00:00 AM,Not-For-Profit,www.epworthvillagerc.com,MAURICIO ABELLO
LAS VILLAS ALF LLC,Assisted Living Facility,11969648,(239) 265-3220,5,443394,13424,LICENSED,,5/28/2024 12:00:00 AM,5/27/2026 12:00:00 AM,754 FESTIVAL AVE S,,LEHIGH ACRES,33974,FL,Lee,754 FESTIVAL AVE S,,LEHIGH ACRES,FL,33974,Lee,LAS VILLAS ALF LLC,11/15/2019 12:00:00 AM,For-Profit,,MARLENE SILVA
LATAM SOAG ALF LLC,Assisted Living Facility,11968980,(786) 803-8389,6,382386,12843,IN REVIEW,,10/27/2023 12:00:00 AM,10/26/2025 12:00:00 AM,4715 SW 95 AVE,,MIAMI,33165,FL,Miami-Dade,4715 SW 95 AVE,,MIAMI,FL,33165,Miami-Dade,LATAM SOAG ALF LLC,10/27/2021 12:00:00 AM,For-Profit,,YENISLEY DIAZ PERAZA
LAUGH TO LIVE ALF INC,Assisted Living Facility,11969572,(305) 720-1870,6,437031,13367,IN REVIEW,,2/13/2024 12:00:00 AM,2/12/2026 12:00:00 AM,8635 SW 207 TERRACE,,CUTLER BAY,33189,FL,Miami-Dade,8635 SW 207 TERRACE,,CUTLER BAY,FL,33189,Miami-Dade,LAUGH TO LIVE ALF INC,2/25/2019 12:00:00 AM,For-Profit,,ELISA LEYVA
"LAUREL OAKS ALF, INC.",Assisted Living Facility,11966170,(904) 765-5227,6,158076,10423,LICENSED,,6/26/2025 12:00:00 AM,6/25/2027 12:00:00 AM,3809 CAPPER RD,,JACKSONVILLE,32218,FL,Duval,3809 CAPPER RD,,JACKSONVILLE,FL,32218,Duval,"LAUREL OAKS ALF, INC",3/28/2013 12:00:00 AM,For-Profit,www.laureloaksalf.com,ANTONIO DOCTOR
LAZOS DE AMOR LLC,Assisted Living Facility,11969763,(786) 227-6963,6,455144,13532,LICENSED,,11/19/2024 12:00:00 AM,11/18/2026 12:00:00 AM,17810 SW 137 COURT,,MIAMI,33177,FL,Miami-Dade,17810 SW 137 COURT,,MIAMI,FL,33177,Miami-Dade,LAZOS DE AMOR LLC,7/1/2020 12:00:00 AM,For-Profit,,LISANKYS LAZO
LEE'S PROGRESSIVE HOME CARE,Assisted Living Facility,11964549,(305) 947-1439,6,3507,9211,LICENSED,,4/7/2024 12:00:00 AM,4/6/2026 12:00:00 AM,80 NE 166 STREET,,MIAMI,33162,FL,Miami-Dade,26 NE 110TH ST,,MIAMI,FL,33161-7044,Miami-Dade,LEONIE EVADNEY BOOTHE,8/18/1997 12:00:00 AM,For-Profit,,CHRISTINE Y BAKER
LEEWARD ISLE HOMES LLC,Assisted Living Facility,11969486,(941) 718-9134,6,424631,13322,LICENSED,,11/5/2025 12:00:00 AM,11/4/2027 12:00:00 AM,740 NW 85TH WAY,,PEMBROKE PINES,33024,FL,Broward,740 NW 85TH WAY,,PEMBROKE PINES,FL,33024,Broward,LEEWARD ISLE HOMES LLC,12/17/2018 12:00:00 AM,For-Profit,,LIANAY CABRERA
LEGACY ALF LLC,Assisted Living Facility,11963921,(786) 558-4513,6,2991,8807,LICENSED,,4/26/2025 12:00:00 AM,4/25/2027 12:00:00 AM,13232 NW 9 LANE,,MIAMI,33182,FL,Miami-Dade,13232 NW 9 LANE,,MIAMI,FL,33182,Miami-Dade,LEGACY ALF LLC,4/26/2021 12:00:00 AM,For-Profit,,GUESPER SANCHEZ-SACERIO
LEGACY COVE II ASSISTED LIVING LLC,Assisted Living Facility,11970426,,7,546359,13942,LICENSED,,11/5/2024 12:00:00 AM,11/4/2026 12:00:00 AM,3831 FUNSTON CIR,,MELBOURNE,32940,FL,Brevard,3831 FUNSTON CIR,,MELBOURNE,FL,32940,Brevard,Legacy Cove Assisted Living Assisted Living LLC,11/5/2024 12:00:00 AM,For-Profit,,SHEILA MOBLEY
LEGACY POINTE AT UCF,Assisted Living Facility,11970040,(407) 278-4067,86,506100,13741,LICENSED,,8/26/2024 12:00:00 AM,8/25/2026 12:00:00 AM,2120 HESTIA LP,,OVIEDO,32765,FL,Seminole,2120 HESTIA LP,,OVIEDO,FL,32765,Seminole,CCRC DEVELOPMENT CORPORATION,5/9/2022 12:00:00 AM,Not-For-Profit,,JUSTIN YELKEN
LEGENDS OF SARASOTA,Assisted Living Facility,11969791,(941) 259-8971,140,459375,13560,PROVISIONAL,,12/16/2025 12:00:00 AM,6/16/2026 12:00:00 AM,4100 UNIVERSITY PKWY,,SARASOTA,34243-5832,FL,Sarasota,1107 HAZELTINE BOULEVARD,BOX 36,CHASKA,MN,55318,,"Legends of Sarasota, LLC",12/16/2025 12:00:00 AM,For-Profit,https://www.legendsofsarasota.org,JULIE A. WALTON
"LEHIGH ACRES AL, LLC",Assisted Living Facility,11964586,(239) 368-2500,42,3538,9098,IN REVIEW,,2/19/2024 12:00:00 AM,8/17/2025 12:00:00 AM,1251 BUSINESS WAY,,LEHIGH ACRES,33936,FL,Lee,1251 BUSINESS WAY,,LEHIGH ACRES,FL,33936,Lee,"LEHIGH ACRES AL, LLC",8/18/2023 12:00:00 AM,For-Profit,http://www.enlivant.com/,ELIZABETH OWEN
LEIDY ALF LLC,Assisted Living Facility,11965422,(305) 315-2202,6,4317,9826,PROVISIONAL,,10/7/2025 12:00:00 AM,3/31/2026 12:00:00 AM,9341 SW 32ND ST,,MIAMI,33165-4102,FL,Miami-Dade,9341 SW 32ND ST,,MIAMI,FL,33165-4102,Miami-Dade,LEIDY ALF LLC,4/1/2024 12:00:00 AM,For-Profit,,LEIDY ABAD
LEISURE LIVING OF VICTORIA PARK,Assisted Living Facility,11967718,(954) 766-4961,16,292579,11760,IN REVIEW,,3/23/2024 12:00:00 AM,3/22/2026 12:00:00 AM,1700 NE 5TH STREET,,FORT LAUDERDALE,33301,FL,Broward,1700 NE 5TH STREET,,FORT LAUDERDALE,FL,33301,Broward,"ORCHID DIVERSIFELD SERVICES, INC.",10/7/2009 12:00:00 AM,For-Profit,goldenleisurealf.com,SWABY ADINA KERR-ROLLE
LELY PALMS (NAPLES),Assisted Living Facility,11953532,(239) 775-7661,12,2660,4868,PROVISIONAL,,12/1/2025 12:00:00 AM,5/31/2026 12:00:00 AM,1000 LELY PALMS DRIVE,,NAPLES,34113,FL,Collier,1000 LELY PALMS DRIVE,,NAPLES,FL,34113,Collier,"Lely Palms 1000 Lely Palms Drive, LLC",12/1/2025 12:00:00 AM,For-Profit,www.promedica.org,NATALIA HERMANSEN
LEMAR HOME ALF LLC,Assisted Living Facility,11910950,(305) 749-6751,6,1249,13890,LICENSED,,5/21/2024 12:00:00 AM,5/27/2026 12:00:00 AM,320 NW 183RD ST,,MIAMI,33169-4464,FL,Miami-Dade,320 NW 183RD ST,,MIAMI,FL,33169-4464,Miami-Dade,LEMAR HOME ALF LLC,8/30/2022 12:00:00 AM,For-Profit,,BETSY BATLLE
LENOX BY RSR,Assisted Living Facility,11967431,(954) 741-5700,174,271957,11507,LICENSED,,9/7/2024 12:00:00 AM,9/6/2026 12:00:00 AM,6700 W COMMERCIAL BLVD,,LAUDERHILL,33319,FL,Broward,6700 W COMMERCIAL BLVD,,LAUDERHILL,FL,33319,Broward,Lenox ALF LLC,12/7/2022 12:00:00 AM,For-Profit,www.avantecenters.com,LAURA THOLLANDER
LEONORAZ MANOR,Assisted Living Facility,11970519,(407) 201-2862,6,552993,13934,LICENSED,,10/10/2024 12:00:00 AM,10/9/2026 12:00:00 AM,310 MONTGOMERY CT,,KISSIMMEE,34758,FL,Osceola,310 MONTGOMERY CT,,KISSIMMEE,FL,34758,Osceola,Son Shyne Solutionz LLC,3/1/2023 12:00:00 AM,For-Profit,,GERMAINE CAYENNE-BISHOP
"LEORAY ALF, INC.",Assisted Living Facility,11966696,(954) 559-9307,5,212352,10836,LICENSED,,8/29/2024 12:00:00 AM,8/28/2026 12:00:00 AM,101 THOMAS ROAD,,HOLLYWOOD,33023,FL,Broward,101 THOMAS ROAD,,HOLLYWOOD,FL,33023,Broward,"LEORAY ALF, INC.",4/19/2006 12:00:00 AM,For-Profit,,MILEIDY REYNA
LEPE'S HOME,Assisted Living Facility,11965776,(727) 827-4778,12,4661,10104,LICENSED,,3/5/2025 12:00:00 AM,3/4/2027 12:00:00 AM,524 HIGHLAND ST N,,SAINT PETERSBURG,33701-2120,FL,Pinellas,951 MONTROSE BLVD N,,SAINT PETERSBURG,FL,33703-3637,Pinellas,M A G TEAM INC,12/5/2002 12:00:00 AM,For-Profit,,CLAUDEL SOUVERAIN
"LESENDE HOME CARE, INC.",Assisted Living Facility,11965036,(786) 344-9220,6,3958,9704,IN REVIEW,,2/7/2024 12:00:00 AM,2/6/2026 12:00:00 AM,2308 SW 10TH ST,,MIAMI,33135,FL,Miami-Dade,2308 SW 10TH ST,,MIAMI,FL,33135,Miami-Dade,"LESENDE HOME CARE, INC.",12/2/1998 12:00:00 AM,For-Profit,,ELENA RAMIREZ
LEVEL UP ASSISTED LIVING LLC,Assisted Living Facility,11969776,(352) 551-8401,6,457258,13534,LICENSED,,11/24/2024 12:00:00 AM,11/23/2026 12:00:00 AM,225 SUNNYSIDE DR,,LEESBURG,34748,FL,Lake,225 SUNNYSIDE DR,,LEESBURG,FL,34748,Lake,LEVEL UP ASSISTED LIVING L.L.C.,10/6/2020 12:00:00 AM,For-Profit,Www.LevelUpAssistedLiving.com,DESIREE ALISON KALAROVICH
LEXINGTON MANOR ASSISTED LIVING,Assisted Living Facility,11966340,(941) 766-7991,110,185219,10548,LICENSED,,3/31/2025 12:00:00 AM,4/1/2027 12:00:00 AM,20480 VETERANS BLVD,,PORT CHARLOTTE,33954,FL,Charlotte,20480 VETERAN'S BLVD,ATTN: LICENSING,PORT CHARLOTTE,FL,33954,Charlotte,PORT CHARLOTTE FL SLC TENANT LLC,3/31/2025 12:00:00 AM,For-Profit,www.LexingtonManorPortCharlotte.com,NOELLE LAPONTE WIGGIN
LEXINGTON PLACE ASSISTED LIVING FACILITY,Assisted Living Facility,11969177,(386) 410-2523,115,397163,12985,LICENSED,,6/22/2025 12:00:00 AM,6/21/2027 12:00:00 AM,301 S MYRTLE AVE,,NEW SMYRNA BEACH,32168,FL,Volusia,301 S MYRTLE AVE,,NEW SMYRNA BEACH,FL,32168,Volusia,"CONCORDIS ALF NSB, LLC",2/17/2017 12:00:00 AM,For-Profit,www.lewxingtonplacensb.com,SEAN BOONE
LEYI'S ADULT CARE II,Assisted Living Facility,11953411,(305) 642-9288,10,2578,8602,LICENSED,,6/10/2024 12:00:00 AM,6/9/2026 12:00:00 AM,1017 NW 29TH AVE,,MIAMI,33125-2924,FL,Miami-Dade,1017 NW 29TH AVE,,MIAMI,FL,33125-2924,Miami-Dade,LEYI ADULT CARE INC,1/14/2003 12:00:00 AM,For-Profit,,MARIA SANTIESTEBAN
LIANA OF SARASOTA,Assisted Living Facility,11969703,(941) 260-9658,54,448462,13457,LICENSED,,5/4/2024 12:00:00 AM,5/3/2026 12:00:00 AM,2630 UNIVERSITY PARKWAY,,SARASOTA,34243,FL,Sarasota,2630 UNIVERSITY PARKWAY,,SARASOTA,FL,34243,Sarasota,"TRINITY PRIVATE EQUITY GROUP, LLC",4/1/2020 12:00:00 AM,For-Profit,lianaliving.com,MARISSA VAZQUEZ
LIANA OF VENICE,Assisted Living Facility,11969329,(941) 800-4808,54,409333,13163,LICENSED,,7/31/2024 12:00:00 AM,7/30/2026 12:00:00 AM,2321 E  VENICE AVE,,VENICE,34292,FL,Sarasota,2321 E VENICE AVE,,VENICE,FL,34292-2465,Sarasota,VENICE MEMORY CARE LLC,12/20/2017 12:00:00 AM,For-Profit,lianalivingvenice.com,DANIELLE BENEVENGA
LIBERTY OAKS ALF LLC,Assisted Living Facility,11910546,(850) 643-5155,45,1034,6026,PROVISIONAL,,3/5/2026 12:00:00 AM,9/4/2026 12:00:00 AM,12167 NW FREEMAN ROAD,,BRISTOL,32321,FL,Liberty,12167 NW FREEMAN RD,,BRISTOL,FL,32321,Liberty,Liberty Oaks ALF LLC,3/5/2026 12:00:00 AM,For-Profit,,COURTNEY ROSS
