"File Number","Facility","Type","Street Address","City","Zip","Phone Number","Licensed Beds"
"11965776","LEPE'S HOME","Assisted Living Facility","524 HIGHLAND ST N","SAINT PETERSBURG","33701-2120","(727) 827-4778","12"
"11965780","REFLEXION ALF II","Assisted Living Facility","1010 NW 31 AVENUE","MIAMI","33125","(786) 470-1554","6"
"11965784","CENTURY ASSISTED LIVING FACILITY, INC","Assisted Living Facility","15900 SW 72ND TER","MIAMI","33193-2937","(786) 597-2287","8"
"11965787","CRESCENT PARK VILLAGE","Assisted Living Facility","551 REDSTONE AVE W","CRESTVIEW","32536","(850) 683-3997","30"
"11965789","TEQUESTA TERRACE","Assisted Living Facility","400 NORTH US ONE","TEQUESTA","33469","(561) 207-6500","106"
"11965792","NICOLE'S FAMILY HOME ALF LLC","Assisted Living Facility","3700 SW 147TH PL","MIAMI","33185-3902","(305) 364-5785","6"
"11965797","GOLDEN YEARS ALF","Assisted Living Facility","321 WEST BLUE HERON BLVD","RIVIERA BEACH","33404","(561) 881-7615","40"
"11965800","CORTEZ HOUSE ASSISTED LIVING FACILITY","Assisted Living Facility","5015 29 TH AVE WEST","BRADENTON","34209","(941) 794-5558","16"
"11965802","KSJ HOME CARE INC","Assisted Living Facility","67 EAST 56 TH STREET","HIALEAH","33013","(305) 823-0989","6"
"11965803","LA ROSA ALF INC","Assisted Living Facility","7865 WEST 5TH COURT","HIALEAH","33014","(305) 982-8004","6"
"11965811","MANATEE ASSISTED LIVING FACILITY INC","Assisted Living Facility","2524 9TH AVE E","BRADENTON","34208-3010","(941) 749-5250","6"
"11965814","PRUITTPLACE- CLEARWATER, LLC","Assisted Living Facility","2155 MONTCLAIR RD","CLEARWATER","33763-4287","(727) 855-6191","130"
"11965818","BROOKDALE LAKE MARY","Assisted Living Facility","150 MIDDLE STREET","LAKE MARY","32746","(407) 321-7550","92"
"11965823","CHARM HOME MIAMI, LLC","Assisted Living Facility","13720 SW 13 ST","MIAMI","33184","(786) 525-6809","6"
"11965830","M & J ALF CORP","Assisted Living Facility","6132 SW 129TH CT","MIAMI","33183-1238","(786) 362-6582","6"
"11965833","HUNT TRACE OF CLERMONT","Assisted Living Facility","1600 HUNT TRACE BOULEVARD","CLERMONT","34711","(352) 394-5549","140"
"11965835","BEACHSIDE LIVING LLC","Assisted Living Facility","420 N RIVERSIDE DR","POMPANO BEACH","33062-5035","(954) 788-8350","15"
"11965837","TERESITA ALF INC","Assisted Living Facility","125 SW 103 COURT","MIAMI","33174","(305) 927-6035","6"
"11965844","FRESH HORIZONS ASSISTED LIVING","Assisted Living Facility","4836 35TH AVENUE","VERO BEACH","32967","(772) 564-7271","8"
"11965847","HOME-WELL LIVING HEALTH CARE INC","Assisted Living Facility","8630 RAMBLEWOOD DRIVE","CORAL SPRINGS","33071","(954) 796-6084","6"
"11965850","SUNNY DAYS ASSISTED LIVING FACILITY","Assisted Living Facility","1845 GARFIELD STREET","HOLLYWOOD","33020","(954) 921-1819","41"
"11965853","BOSCH ALF, INC","Assisted Living Facility","3060 NW 19 TERRACE","MIAMI","33125","(305) 637-8109","6"
"11965854","SUANY'S HOME","Assisted Living Facility","20411 SW 116 ROAD","MIAMI","33189","(786) 429-3666","6"
"11965856","PALM MANOR ALF","Assisted Living Facility","6609 SW 20TH STREET","MIRAMAR","33023","(954) 963-3643","6"
"11965858","THE INN AT ASTON GARDENS AT PELICAN MARSH","Assisted Living Facility","4750 ASTON GARDENS WAY","NAPLES","34109","(239) 593-5005","120"
"11965862","A1A CARE CENTER, INC","Assisted Living Facility","641 WEST 33 STREET","HIALEAH","33012","(305) 825-4600","6"
"11965865","E & A PARADISE HOME INC","Assisted Living Facility","5925 SW 117 AVENUE","MIAMI","33183","(305) 761-2194","6"
"11965867","CUNNINGHAM ELDERLY, LLC","Assisted Living Facility","2909 COURTLAND BLVD","DELTONA","32738","(386) 215-4053","6"
"11965874","MANGROVE BAY","Assisted Living Facility","110 MANGROVE BAY WAY","JUPITER","33477","(561) 575-3123","75"
"11965877","TRANQUIL OAKS ASSISTED LIVING","Assisted Living Facility","5805 DATIL PEPPER ROAD","SAINT AUGUSTINE","32086","(904) 522-2526","15"
"11965879","PALM'S EDGE ASSISTED LIVING AND MEMORY CARE","Assisted Living Facility","4201 LEO LANE","PALM BEACH GARDENS","33410","(561) 841-0055","65"
"11965882","RAINBOW HEIGHTS HOME CARE INC","Assisted Living Facility","1430 NW 35 ST","MIAMI","33142","(305) 637-9988","14"
"11965889","PLEASANT RETIREMENT HOME INC","Assisted Living Facility","7512 WASHINGTON AVENUE","LANTANA","33462","(561) 540-8563","14"
"11965896","CORAL VILLA ADULT CARE INC","Assisted Living Facility","2860 SW 122 AVENUE","MIAMI","33175","(786) 355-2759","6"
"11965897","SUNNY HILLS ALF OF HOMESTEAD, INC","Assisted Living Facility","25268 SW 134TH AVENUE","PRINCETON","33032","(305) 258-2222","120"
"11965899","CEDAR CREEK","Assisted Living Facility","231 NW HIGHWAY 19","CRYSTAL RIVER","34428","(352) 564-2446","72"
"11965917","CABOT COVE ASSISTED LIVING, LLC","Assisted Living Facility","455 BELCHER RD S","LARGO","33771","(727) 539-1200","79"
"11965923","GRACIOUS PLACE, LLC","Assisted Living Facility","1401 MAGNOLIA AVE","SANFORD","32771","(407) 323-9914","85"
"11965934","SUNSHINE ELDERLY RESIDENCES, CORP","Assisted Living Facility","870 E 5 ST","HIALEAH","33010","(786) 346-6721","6"
"11965936","VITALITY LIVING LAKE FOREST","Assisted Living Facility","5433 WEST SR 46","SANFORD","32771","(407) 322-2207","220"
"11965945","PALM TERRACE ASSISTED LIVING FACILITY & ADULT DAYCARE CENTER","Assisted Living Facility","5121 EAST SERENA DRIVE","TAMPA","33617","(813) 988-0033","79"
"11965951","HAVENCREST ALF III","Assisted Living Facility","4471 COCONUT CREEK BLVD","COCONUT CREEK","33066","(954) 971-4289","9"
"11965959","ADULT CARE OF MIAMI, INC","Assisted Living Facility","9833 SW 27 TERRACE","MIAMI","33165","(305) 559-8159","6"
"11965967","PATRICK MANOR, INC.","Assisted Living Facility","896 73RD AVE N","SAINT PETERSBURG","33702-5220","(727) 521-1843","55"
"11965970","SHADY OAKS REST HOME, INC","Assisted Living Facility","1208 KENNEDY RD","DAYTONA BEACH","32117","(386) 253-6993","16"
"11965974","HOME LOVING CARE INC","Assisted Living Facility","4321 SW 133RD AVE","MIAMI","33175-3924","(786) 452-7849","6"
"11965977","SOPHIA HOME CARE INC","Assisted Living Facility","5645 SW 2ND ST","MIAMI","33134-1019","(786) 373-4123","6"
"11965978","WESTBRIDGE ALF, INC.","Assisted Living Facility","3142 NW 109TH TER","SUNRISE","33351-6847","(954) 749-0141","6"
"11965980","RAFFA CORP II","Assisted Living Facility","15032 SW 55 TERRACE","MIAMI","33185","(786) 803-8058","6"
"11965982","TWO SISTER'S HOME CARE II CORP.","Assisted Living Facility","12335 NW 98TH AVE","HIALEAH GDNS","33018-2957","(305) 640-5068","6"
"11965994","NEW HORIZON NORTH","Assisted Living Facility","8112 NW 74TH TER","TAMARAC","33321-4861","(954) 554-9033","6"
"11965995","SAN JUDAS HOME FOR ELDERLY","Assisted Living Facility","14602 NW 87 COURT","HIALEAH","33018","(305) 828-3003","6"
"11965996","TENDER LOVING CARE ALF","Assisted Living Facility","3100 SW 79 AVENUE","MIAMI","33155","(305) 267-0111","6"
"11966001","YOUNG HEARTS EXTENDED ASSITED LIVING FACILITY II","Assisted Living Facility","329 N CHURCH ST","STARKE","32091-3434","(904) 964-2220","25"
"11966002","JOY OF LIVING ASSISTED CARE LLC","Assisted Living Facility","5710 COCONUT RD","WEST PALM BEACH","33413-1829","(561) 478-0523","6"
"11966014","VILLA NORA ALF INC","Assisted Living Facility","4040 WEST 10 COURT","HIALEAH","33012","(786) 520-1765","6"
"11966016","ROYAL OAKS MANOR","Assisted Living Facility","1833 SEMINOLE BLVD","LARGO","33778-1334","(727) 776-6541","36"
"11966017","LUNA 11 INC","Assisted Living Facility","3783 SW 97TH AVE","MIAMI","33165-4058","(305) 552-9668","6"
"11966027","ALLEGRO","Assisted Living Facility","3651 US HIGHWAY 17","FLEMING ISLAND","32003","(904) 278-4442","112"
"11966029","SUNNY RESIDENCE, LLC","Assisted Living Facility","9001 SW 20 STREET","MIRAMAR","33025","(954) 436-1381","7"
"11966030","SUNSET YR2 LLC","Assisted Living Facility","2793 WEST 72 STREET","HIALEAH","33016","(786) 315-3025","6"
"11966032","VI AT AVENTURA","Assisted Living Facility","19333 WEST COUNTRY CLUB DRIVE","AVENTURA","33180","(305) 692-4700","26"
"11966035","LAS BRISAS HOME CARE INC","Assisted Living Facility","7401 W 34TH LN","HIALEAH","33018-1797","(305) 558-7207","6"
"11966036","TOBY WEINMAN RESIDENCE","Assisted Living Facility","240 59TH ST N","SAINT PETERSBURG","33710-8539","(727) 341-1818","24"
"11966042","MAGNOLIA GARDENS ALF","Assisted Living Facility","3800 62ND AVE N","PINELLAS PARK","33781-6055","(727) 489-6440","110"
"11966047","LA PERLA DEL SUR ALF CORP","Assisted Living Facility","10710 SW 148 COURT","MIAMI","33196","(305) 382-8753","6"
"11966051","VIDA HOME CARE INC","Assisted Living Facility","9099 NW 113 STREET","HIALEAH GARDENS","33018","(305) 828-0395","6"
"11966055","ADDINGTON PLACE OF EAST LAKE","Assisted Living Facility","1755 EAST LAKE RD S","TARPON SPRINGS","34688-9129","(727) 943-8878","130"
"11966057","VILLA PARAISO ALF LLC","Assisted Living Facility","9041 SW 142 CT","MIAMI","33186","(786) 391-2459","6"
"11966064","GUARDIAN ELDER CARE SERVICES, INC. (THE)","Assisted Living Facility","8318 SW 162ND PL","MIAMI","33193-5130","(305) 388-1655","6"
"11966068","PATHWAYS TO CARE INC","Assisted Living Facility","1819 N SEMORAN BLVD","ORLANDO","32807-3546","(407) 388-0245","34"
"11966071","ASTON GARDENS AT PARKLAND COMMONS","Assisted Living Facility","9423 ASTON GARDENS COURT","PARKLAND","33076","(954) 323-0611","100"
"11966072","D&N HOME CARE SERVICES, INC","Assisted Living Facility","3635 W 13TH AVE","HIALEAH","33012-4821","(305) 820-0671","6"
"11966075","NONNA GLORIA, ALF INC","Assisted Living Facility","12748 NW 98TH CT","HIALEAH","33018-7422","(305) 820-3329","6"
"11966084","TITUSVILLE TOWERS ALF","Assisted Living Facility","405 INDIAN RIVER AVENUE","TITUSVILLE","32796","(321) 264-8965","138"
"11966087","EILAZ HOME INC","Assisted Living Facility","12300 SW 31ST ST","MIAMI","33175-2235","(305) 227-7261","6"
"11966091","CONVIVIAL JACARANDA TRACE, LLC","Assisted Living Facility","3600 WILLIAM PENN WAY","VENICE","34293","(941) 260-3922","63"
"11966094","MORNINGSIDE MANOR & VILLA ADULT CARE CORPORATION","Assisted Living Facility","200 SOUTH DRIVE","MIAMI SPRINGS","33166","(786) 332-8381","6"
"11966097","CYPRESS MANOR ASSISTED LIVING FACILITY II","Assisted Living Facility","1910 NW 77TH AVE","MARGATE","33063-6816","(954) 825-8977","6"
"11966101","VILLA CANDITA ALF, INC.","Assisted Living Facility","1321-1323 NW 29 AVENUE","MIAMI","33125","(305) 636-2057","14"
"11966105","HIDDEN PINES ALF INC","Assisted Living Facility","16242 SYCAMORE DR E","LOXAHATCHEE","33470-3704","(561) 383-8838","6"
"11966109","MEDITERRANEAN COMFORT","Assisted Living Facility","4180 CORAL SPRINGS DRIVE","CORAL SPRINGS","33065","(954) 752-1486","6"
"11966111","BUENA VISTA ASSISTED LIVING","Assisted Living Facility","14532 SW 38TH LN","MIAMI","33175-7829","(305) 220-2740","6"
"11966112","ORANGE BLOSSOMS VILLA","Assisted Living Facility","10331 PIPPIN LN","ROYAL PLM BCH","33411-3018","(561) 762-1492","6"
"11966113","A COUNTRY PLACE ASSISTED LIVING FACILITY","Assisted Living Facility","10515 MEMORIAL HIGHWAY","TAMPA","33615","(813) 891-0549","24"
"11966115","ANGELS FOREVER, INC","Assisted Living Facility","7201 SW 142ND AVE","MIAMI","33183-3157","(786) 615-3530","6"
"11966123","GRACE CARE FAMILY HOME, CORP","Assisted Living Facility","4221 W 5TH LN","HIALEAH","33012-3811","(305) 557-0800","6"
"11966125","LOVE IS LOVE ALF LLC","Assisted Living Facility","2560 NW 83RD AVENUE","SUNRISE","33322","(954) 749-3138","6"
"11966133","CHERRY OAK PALM BEACH COUNTY","Assisted Living Facility","6026 OLD CONGRESS","LANTANA","33462","(561) 966-3232","84"
"11966134","GOOD SAMARITAN CARE CENTER ASSISTED LIVING FACILITY INC.","Assisted Living Facility","6 RESTON PLACE","PALM COAST","32164","(386) 437-6244","6"
"11966140","BISHOP GRADY VILLAS","Assisted Living Facility","401 BISHOP GRADY CT","SAINT CLOUD","34769-1538","(407) 892-6078","48"
"11966142","HEIDIS HAVEN","Assisted Living Facility","39106 GRAYS AIRPORT RD","LADY LAKE","32159-4004","(352) 750-9150","6"
"11966144","UNITED WELLNESS ALF, LLC","Assisted Living Facility","15040 SW 144TH CT","MIAMI","33186-5677","(305) 234-2437","6"
"11966154","PALMS OF ST LUCIE WEST (THE)","Assisted Living Facility","501 NW CASHMERE BLVD","PORT ST LUCIE","34986-1908","(772) 344-7441","80"
"11966170","LAUREL OAKS ALF, INC.","Assisted Living Facility","3809 CAPPER RD","JACKSONVILLE","32218","(904) 765-5227","6"
"11966171","THE VISTA AT HAMMOCK COVE","Assisted Living Facility","5175 TAMIAMI TRAIL EAST","NAPLES","34113","(239) 775-5050","135"
"11966172","HIGHLANDS AT THE GLENRIDGE ON PALMER RANCH (THE)","Assisted Living Facility","7333 SCOTLAND WAY","SARASOTA","34238","(941) 552-3591","60"
"11966182","CASA MARISA II ALF, INC","Assisted Living Facility","2930 SW 114TH AVE","MIAMI","33165-2112","(786) 464-9975","6"
"11966183","CORDERO RESIDENCE INC","Assisted Living Facility","4510 SW 106 AVENUE","MIAMI","33165","(305) 226-6665","6"
"11966190","OPTIONS FOR SENIORS INC","Assisted Living Facility","20 S 10 STREET","HAINES CITY","33844","(863) 422-3567","35"
"11966193","SAN MIGUEL HOME CARE INC","Assisted Living Facility","3931 WEST 8 AVENUE","HIALEAH","33012","(305) 558-8769","6"
"11966197","EDEN MANOR","Assisted Living Facility","5047 CLARCONA OCOEE ROAD","ORLANDO","32810","(407) 291-7466","6"
"11966201","KATIA'S LOVING HOME INC","Assisted Living Facility","5130 SW 96TH AVE","MIAMI","33165-6449","(305) 598-6632","6"
"11966203","PARADISE LOVING FACILITY INC","Assisted Living Facility","1425 SW 91ST AVE","MIAMI","33174-3129","(305) 456-6409","6"
"11966204","LOVE AND AFFECTIONATE ALF, INC.","Assisted Living Facility","311 SW 77TH TERRACE","NORTH LAUDERDALE","33068","(954) 718-7556","6"
"11966205","SUPERIOR CARE, INC.","Assisted Living Facility","11412 NW 1ST PLACE","CORAL SPRINGS","33071","(954) 345-6511","6"
"11966207","MIAMI LAKES RETIREMENT HOME","Assisted Living Facility","16837 NW 91ST CT","HIALEAH","33018-6328","(305) 549-8657","6"
"11966208","MAUD'S PLACE","Assisted Living Facility","860 NW 186TH DR","MIAMI","33169-3841","(305) 652-8442","6"
"11966210","SAN JUDAS LOVE & CARE","Assisted Living Facility","17715 NW 87TH CT","HIALEAH","33018-6604","(305) 828-2003","6"
"11966213","TL SEA HOME CARE SERVICES","Assisted Living Facility","14031 SW 39 ST","MIAMI","33175","(305) 480-5995","8"
"11966216","EN WILLOW HAVEN ALF LLC","Assisted Living Facility","1220 NE 207 STREET","MIAMI","33179","(305) 846-7818","6"
"11966217","POMPANO HOUSE SOUTH OPERATION LLC","Assisted Living Facility","350 W HAINES BLVD","LAKE ALFRED","33850-2718","(863) 956-8831","50"
"11966226","KAY & JAY 09 LLC","Assisted Living Facility","1411 EAST WATERS AVENUE","TAMPA","33604","(941) 565-9193","8"
"11966229","ADVANTAGE SENIOR LIVING FACILITY LLC","Assisted Living Facility","1701 SW 47TH AVENUE","FORT LAUDERDALE","33317","(954) 581-1084","6"
"11966234","SUNFLOWER SENIOR LIVING II, INC","Assisted Living Facility","7106 NW 84TH STREET","TAMARAC","33321","(754) 235-2666","6"
"11966235","ROCIO DEL SOL NACIENTE LLC","Assisted Living Facility","11850 SW 189 STREET","MIAMI","33177","(305) 964-5669","6"
"11966236","PELICAN GARDEN, LLC","Assisted Living Facility","177 EMPRESS AVE","SEBASTIAN","32958-5642","(772) 388-4730","50"
"11966237","PATRICIA HOME SERVICES","Assisted Living Facility","8441 SW 129TH AVE","MIAMI","33183-4334","(786) 315-7320","6"
"11966238","MACHIN MOYA ALF CORP","Assisted Living Facility","15680 SW 139 AVENUE","MIAMI","33177","(786) 478-6753","6"
"11966240","ABIGAIL (THE)","Assisted Living Facility","320 SOUTH DELAWARE","TAMPA","33606","(813) 258-2919","19"
"11966253","A+ SENIOR HOME INC","Assisted Living Facility","41 SW 68TH AVE","MIAMI","33144-2805","(305) 264-4565","6"
"11966260","DH HOME HEALTH SERVICES LLC","Assisted Living Facility","7080 SW 14 STREET","MIAMI","33144","(786) 286-4810","6"
"11966265","BUENA VISTA HEALTH CARE II, CORP.","Assisted Living Facility","7968 W 14TH COURT","HIALEAH","33014","(786) 838-5937","6"
"11966269","OAK HAMMOCK AT THE UNIVERSITY OF FLORIDA","Assisted Living Facility","2680 SW 53 RD LANE","GAINESVILLE","32608","(352) 548-1155","80"
"11966272","SUNSHINE HOME ALF, INC.","Assisted Living Facility","4264 WEST 7 LANE","HIALEAH","33012","(786) 877-2745","6"
"11966273","CEDAR CREEK ASSISTED LIVING, LLC","Assisted Living Facility","4279 JUDITH AVE","MERRITT ISLAND","32953","(321) 454-7768","78"
"11966279","ANI ALF CARE CORP.","Assisted Living Facility","5300 SW 104TH AVE","MIAMI","33165-7027","(786) 502-3342","6"
"11966280","DAVISITO'S INC","Assisted Living Facility","6524 NW 197TH LANE","HIALEAH","33015","(305) 624-1995","6"
"11966281","PERSONAL ELDER CARE INC","Assisted Living Facility","4533 BROOK DRIVE","WEST PALM BEACH","33417","(561) 602-9704","4"
"11966282","HIGHER GROUND ASSISTED LIVING FACILITY","Assisted Living Facility","10155 SE 110TH STREET ROAD","CANDLER","32111","(407) 761-5456","10"
"11966285","KEVAL EXQUISITE CARE, LLC","Assisted Living Facility","2631 NW 107TH AVENUE","CORAL SPRINGS","33065","(954) 575-2407","6"
"11966286","THE EDEN INN ALF","Assisted Living Facility","4064 SW 51ST ST","FORT LAUDERDALE","33314-5712","(954) 581-2240","8"
"11966287","INN AT LA POSADA","Assisted Living Facility","3600 MASTERPIECE WAY","PALM BEACH GARDENS","33410","(561) 514-5000","48"
"11966288","MIAMI LAKES SENIOR CARE, INC.","Assisted Living Facility","16350 NW 88TH PATH","MIAMI LAKES","33018-6162","(305) 934-8770","6"
"11966294","DIANA HOME CARE II","Assisted Living Facility","1725 SW 71 COURT","MIAMI","33144","(305) 498-2369","6"
"11966301","SUNCOAST RETREAT ALF","Assisted Living Facility","8151 TREELET CT","NEW PORT RICHEY","34653-2438","(727) 848-6222","84"
"11966304","SWEET LIVING FACILITY INC.","Assisted Living Facility","15505 SW 16 LANE","MIAMI","33185","(305) 228-8581","6"
"11966307","HUDSON MANOR","Assisted Living Facility","115 E DAVIS BLVD","TAMPA","33606-3513","(813) 254-8399","66"
"11966311","CASA SOL CORP","Assisted Living Facility","441 E 35TH ST","HIALEAH","33013-3029","(305) 640-8668","6"
"11966315","CROWN ASSISTED LIVING, LLC","Assisted Living Facility","301 MILFORD PLACE","NEW SMYRNA BEACH","32168","(386) 409-7993","16"
"11966320","NEW ERA","Assisted Living Facility","815 W DAUGHTERY RD","LAKELAND","33809-3121","(863) 859-0475","60"
"11966324","CORAL SPRINGS COUNTRY CLUB FOR SENIORS INC.","Assisted Living Facility","2903 NW 115TH TER","CORAL SPRINGS","33065-3439","(954) 839-4791","6"
"11966328","INN ASTON AT GARDENS TAMPA BAY (THE)","Assisted Living Facility","11741 LAKE ASTON CT","TAMPA","33626-3100","(813) 569-7585","50"
"11966338","JC LOVING HOME, INC","Assisted Living Facility","781 E 45TH ST","HIALEAH","33013-1923","(305) 688-8113","6"
"11966339","SOL ASSISTED LIVING FACILITY II INC","Assisted Living Facility","5716 SW 149 PLACE","MIAMI","33193","(786) 290-1032","6"
"11966340","LEXINGTON MANOR ASSISTED LIVING","Assisted Living Facility","20480 VETERANS BLVD","PORT CHARLOTTE","33954","(941) 766-7991","110"
"11966348","STRATFORD THE","Assisted Living Facility","1004 VICAR'S WOODS RD","PONTE VEDRA BEACH","32082","(904) 285-1055","40"
"11966349","HOLY SPIRIT ASSISTED LIVING HEALTH SERVICES","Assisted Living Facility","280 BAHAMA DR","MERRITT IS","32952-3605","(321) 848-0255","6"
"11966350","DR PHILLIPS ALF, INC","Assisted Living Facility","5412 PALM LAKE CIRCLE","ORLANDO","32819","(407) 352-7370","6"
"11966351","TALIA ALF, INC.","Assisted Living Facility","14601 SW 50 TERRACE","MIAMI","33175","(305) 207-1959","6"
"11966353","ELEVATED ESTATES OF NEW PORT RICHEY LLC","Assisted Living Facility","7423 KAUAI LOOP","NEW PORT RICHEY","34653-6102","(727) 376-6814","90"
"11966361","CAREGIVERS TOUCH ALF","Assisted Living Facility","4536 WEST IDLEWILD AVE","TAMPA","33614","(813) 881-1887","6"
"11966366","CROWN COURT","Assisted Living Facility","109 NORTH SEMINOLE AVENUE","INVERNESS","34450","(352) 344-5555","55"
